,filing_org,filing_ein,tax_year,tot_expenses,filing_org_temp
2987,COLD SPRING HARBOR LABORATORY,112013303,2020-12-31,165964650,
2988,Cold Spring Harbor Laboratory,112013303,2019-12-31,183952370,
2989,Cold Spring Harbor Laboratory,112013303,2018-12-31,174527175,
2990,Cold Spring Harbor Laboratory,112013303,2017-12-31,155469197,
2991,COLD SPRING HARBOR LABORATORY,112013303,2016-12-31,147631524,
2992,COLD SPRING HARBOR LABORATORY,112013303,2015-12-31,144503623,
2993,COLD SPRING HARBOR LABORATORY,112013303,2014-12-31,140915035,
2994,COLD SPRING HARBOR LABORATORY,112013303,2013-12-31,141235370,
2995,Cornell University,150532082,2024-06-30,6409742353,Cornell University
2996,Cornell University,150532082,2023-06-30,5846117271,Cornell University
2997,Cornell University,150532082,2022-06-30,5456954931,Cornell University
2998,Cornell University,150532082,2021-06-30,5392092121,Cornell University
2999,Cornell University,150532082,2020-06-30,5178905382,Cornell University
3000,Cornell University,150532082,2019-06-30,4868291690,Cornell University
3001,Cornell University,150532082,2018-06-30,4604733720,Cornell University
3002,Cornell University,150532082,2017-06-30,4358249565,Cornell University
3003,Cornell University,150532082,2016-06-30,4202180199,Cornell University
3004,Cornell University,150532082,2015-06-30,3951934873,Cornell University
3005,Cornell University,150532082,2014-06-30,3689909253,Cornell University
3006,DECODA INC,460849096,2019-06-30,602192,
3007,DECODA INC,460849096,2018-06-30,543074,
3008,DECODA INC,460849096,2015-06-30,382265,
3009,FEDERATION FOR AMERICAN,521136126,2022-12-31,8114597,
3010,FEDERATION FOR AMERICAN,521136126,2020-12-31,11364268,
3011,FEDERATION FOR AMERICAN,521136126,2019-12-31,10599974,
3012,FEDERATION FOR AMERICAN,521136126,2015-12-31,6361498,
3013,FEDERATION FOR AMERICAN IMMIGRATION REFORM,521136126,2013-12-31,8488577,
3014,THE FOUNDATION FOR AIDS RESEARCH,133163817,2024-09-30,29565511,THE FOUNDATION FOR AIDS RESEARCH
3015,THE FOUNDATION FOR AIDS RESEARCH,133163817,2023-09-30,33940246,THE FOUNDATION FOR AIDS RESEARCH
3016,THE FOUNDATION FOR AIDS RESEARCH,133163817,2022-09-30,28004142,THE FOUNDATION FOR AIDS RESEARCH
3017,THE FOUNDATION FOR AIDS RESEARCH,133163817,2021-09-30,27671950,THE FOUNDATION FOR AIDS RESEARCH
3018,THE FOUNDATION FOR AIDS RESEARCH,133163817,2020-09-30,28841896,THE FOUNDATION FOR AIDS RESEARCH
3019,THE FOUNDATION FOR AIDS RESEARCH,133163817,2019-09-30,34972204,THE FOUNDATION FOR AIDS RESEARCH
3020,THE FOUNDATION FOR AIDS RESEARCH,133163817,2018-09-30,39036897,THE FOUNDATION FOR AIDS RESEARCH
3021,THE FOUNDATION FOR AIDS RESEARCH,133163817,2017-09-30,43247383,THE FOUNDATION FOR AIDS RESEARCH
3022,THE FOUNDATION FOR AIDS RESEARCH,133163817,2016-09-30,41677308,THE FOUNDATION FOR AIDS RESEARCH
3023,THE FOUNDATION FOR AIDS RESEARCH,133163817,2015-09-30,37576374,THE FOUNDATION FOR AIDS RESEARCH
3024,THE FOUNDATION FOR AIDS RESEARCH,133163817,2014-09-30,34393124,THE FOUNDATION FOR AIDS RESEARCH
3025,FOUNDATION FOR AMERICAN FREEDOM,465511681,2024-12-31,9892377,
3026,FOUNDATION FOR AMERICAN FREEDOM,465511681,2023-12-31,6995294,
3027,FOUNDATION FOR AMERICAN FREEDOM,465511681,2022-12-31,6219362,
3028,FOUNDATION FOR AMERICAN FREEDOM,465511681,2021-12-31,6019478,
3029,FOUNDATION FOR AMERICAN FREEDOM,465511681,2020-12-31,5568874,
3030,FOUNDATION FOR AMERICAN FREEDOM,465511681,2019-12-31,5264074,
3031,Foundation for American Freedom,465511681,2017-12-31,992157,
3032,Foundation for American Freedom,465511681,2016-12-31,1029965,
3033,Foundation for American Freedom,465511681,2015-12-31,2108937,
3034,FREE SPEECH FOUNDATION INC,852279624,2023-12-31,7000428,
3035,FREE SPEECH FOUNDATION INC,852279624,2022-12-31,8463224,
3036,FREE SPEECH FOUNDATION INC,852279624,2021-12-31,5627084,
3037,Greater Horizons,200849590,2024-12-31,239432860,
3038,Greater Horizons,200849590,2019-12-31,236356112,
3039,Greater Horizons,200849590,2018-12-31,164815996,
3040,GREATER HORIZONS,200849590,2017-12-31,135251986,
3041,GREATER HORIZONS,200849590,2016-12-31,125349519,
3042,GREATER HORIZONS,200849590,2015-12-31,123937037,
3043,GREATER HORIZONS,200849590,2014-12-31,72138397,
3044,Greater Horizons,200849590,2013-12-31,80605511,
3045,THE HOTCHKISS SCHOOL,60647018,2024-06-30,95553594,
3046,IOWA HISTORICAL FOUNDATION,421310625,2024-06-30,269052,
3047,IOWA HISTORICAL FOUNDATION,421310625,2023-06-30,570089,
3048,IOWA HISTORICAL FOUNDATION,421310625,2022-06-30,651009,
3049,IOWA HISTORICAL FOUNDATION,421310625,2021-06-30,194396,
3050,IOWA HISTORICAL FOUNDATION,421310625,2020-06-30,246021,
3051,LEWIS & CLARK COLLEGE,930386858,2024-05-31,235484369,LEWIS & CLARK COLLEGE
3052,LEWIS & CLARK COLLEGE,930386858,2023-05-31,224336205,LEWIS & CLARK COLLEGE
3053,LEWIS & CLARK COLLEGE,930386858,2022-05-31,208308332,LEWIS & CLARK COLLEGE
3054,LEWIS & CLARK COLLEGE,930386858,2021-05-31,182341374,LEWIS & CLARK COLLEGE
3055,LEWIS & CLARK COLLEGE,930386858,2020-05-31,195699624,LEWIS & CLARK COLLEGE
3056,LEWIS & CLARK COLLEGE,930386858,2019-05-31,184219503,LEWIS & CLARK COLLEGE
3057,LEWIS & CLARK COLLEGE,930386858,2018-05-31,181995147,LEWIS & CLARK COLLEGE
3058,Lewis & Clark College,930386858,2017-05-31,178679583,LEWIS & CLARK COLLEGE
3059,Lewis & Clark College,930386858,2016-05-31,175062889,LEWIS & CLARK COLLEGE
3060,LEWIS & CLARK COLLEGE,930386858,2014-05-31,165217612,LEWIS & CLARK COLLEGE
3061,MARKET RESEARCH FOUNDATION,204155641,2022-12-31,474196,
3062,MARKET RESEARCH FOUNDATION,204155641,2021-12-31,642182,
3063,NAPLES CHILDREN AND EDUCATION FOUNDATION,651001650,2024-06-30,21370773,NAPLES CHILDREN AND EDUCATION FOUNDATION
3064,NAPLES CHILDREN AND EDUCATION FOUNDATION,651001650,2023-06-30,22474245,NAPLES CHILDREN AND EDUCATION FOUNDATION
3065,Naples Children and Education Foundation Inc,651001650,2022-06-30,17675993,NAPLES CHILDREN AND EDUCATION FOUNDATION
3066,Naples Children and Education Foundation Inc,651001650,2021-06-30,24672162,NAPLES CHILDREN AND EDUCATION FOUNDATION
3067,Naples Children and Education Foundation Inc,651001650,2020-06-30,26402426,NAPLES CHILDREN AND EDUCATION FOUNDATION
3068,Naples Children and Education Foundation Inc,651001650,2019-06-30,25236453,NAPLES CHILDREN AND EDUCATION FOUNDATION
3069,Naples Children and Education Foundation Inc,651001650,2018-06-30,22023292,NAPLES CHILDREN AND EDUCATION FOUNDATION
3070,Naples Children and Education Foundation Inc,651001650,2017-06-30,23082547,NAPLES CHILDREN AND EDUCATION FOUNDATION
3071,Naples Children and Education Foundation Inc,651001650,2016-06-30,18953192,NAPLES CHILDREN AND EDUCATION FOUNDATION
3072,Naples Children and Education Foundation Inc,651001650,2015-06-30,21068270,NAPLES CHILDREN AND EDUCATION FOUNDATION
3073,NAPLES CHILDREN AND EDUCATION FOUNDATION,651001650,2014-06-30,16196002,NAPLES CHILDREN AND EDUCATION FOUNDATION
3074,Operation Blessing International Relief and Development Corporation,541382657,2025-03-31,76873204,
3075,OPERATION BLESSING INTERNATIONAL,541382657,2024-03-31,82665551,
3076,OPERATION BLESSING INTERNATIONAL,541382657,2023-03-31,87356984,
3077,OPERATION BLESSING INTERNATIONAL,541382657,2022-03-31,84176731,
3078,OPERATION BLESSING INTERNATIONAL,541382657,2021-03-31,84524449,
3079,OPERATION BLESSING INTERNATIONAL,541382657,2020-03-31,78311535,
3080,OPERATION BLESSING INTERNATIONAL,541382657,2019-03-31,115833835,
3081,OPERATION BLESSING INTERNATIONAL,541382657,2018-03-31,272605727,
3082,OPERATION BLESSING INTERNATIONAL,541382657,2017-03-31,345176480,
3083,OPERATION BLESSING INTERNATIONAL,541382657,2016-03-31,308223981,
3084,OPERATION BLESSING INTERNATIONAL,541382657,2015-03-31,257879776,
3085,PARK COUNTY COMMUNITY FOUNDATION,205581763,2024-12-31,3968521,
3086,Park County Community Foundation,205581763,2023-12-31,2869450,
3087,Park County Community Foundation,205581763,2022-12-31,2732094,
3088,Park County Community Foundation,205581763,2021-12-31,2596386,
3089,Park County Community Foundation,205581763,2020-12-31,2430412,
3090,Park County Community Foundation,205581763,2019-12-31,1742835,
3091,Park County Community Foundation,205581763,2018-12-31,593281,
3092,Park County Community Foundation,205581763,2017-12-31,473856,
3093,PRESIDENT-BOARD OF TRUSTEES,941156617,2024-06-30,649806780,PRESIDENT-BOARD OF TRUSTEES
3094,PRESIDENT-BOARD OF TRUSTEES,941156617,2023-06-30,604049103,PRESIDENT-BOARD OF TRUSTEES
3095,PRESIDENT-BOARD OF TRUSTEES,941156617,2022-06-30,564491434,PRESIDENT-BOARD OF TRUSTEES
3096,PRESIDENT-BOARD OF TRUSTEES,941156617,2021-06-30,492968548,PRESIDENT-BOARD OF TRUSTEES
3097,PRESIDENT-BOARD OF TRUSTEES,941156617,2020-06-30,514417263,PRESIDENT-BOARD OF TRUSTEES
3098,PRESIDENT-BOARD OF TRUSTEES,941156617,2019-06-30,499140256,PRESIDENT-BOARD OF TRUSTEES
3099,PRESIDENT-BOARD OF TRUSTEES,941156617,2018-06-30,473547512,PRESIDENT-BOARD OF TRUSTEES
3100,PRESIDENT-BOARD OF TRUSTEES,941156617,2017-06-30,461127848,PRESIDENT-BOARD OF TRUSTEES
3101,PRESIDENT-BOARD OF TRUSTEES,941156617,2016-06-30,443783670,PRESIDENT-BOARD OF TRUSTEES
3102,PRESIDENT-BOARD OF TRUSTEES SANTA CLARA COLLEGE,941156617,2015-06-30,408244176,PRESIDENT-BOARD OF TRUSTEES
3103,SHRINERS HOSPITALS FOR CHILDREN,362193608,2024-12-31,1115031505,
3104,SHRINERS HOSPITALS FOR CHILDREN,362193608,2023-12-31,1035044060,
3105,SHRINERS HOSPITALS FOR CHILDREN,362193608,2022-12-31,1010808207,
3106,SHRINERS HOSPITALS FOR CHILDREN,362193608,2021-12-31,943917956,
3107,SHRINERS HOSPITALS FOR CHILDREN,362193608,2020-12-31,892145319,
3108,SHRINERS HOSPITALS FOR CHILDREN,362193608,2019-12-31,902958336,
3109,SHRINERS HOSPITALS FOR CHILDREN,362193608,2018-12-31,884184182,
3110,SHRINERS HOSPITALS FOR CHILDREN,362193608,2017-12-31,856243943,
3111,SHRINERS HOSPITALS FOR CHILDREN,362193608,2016-12-31,853427549,
3112,SHRINERS HOSPITALS FOR CHILDREN,362193608,2015-12-31,693555242,
3113,SHRINERS HOSPITALS FOR CHILDREN,362193608,2014-12-31,662638575,
3114,SHRINERS HOSPITALS FOR CHILDREN,362193608,2013-12-31,648622237,
3115,SOCIETY FOR THE PRESERVATION & ENCOURAGE,390926339,2023-12-31,5242726,
3116,SOCIETY FOR THE PRESERVATION & ENCOURAGE,390926339,2022-12-31,5324510,
3117,SOCIETY FOR THE PRESERVATION & ENCOURAGE,390926339,2020-12-31,4818941,
3118,SOCIETY FOR THE PRESERVATION & ENCOURAGE,390926339,2019-12-31,5906003,
3119,SOCIETY FOR THE PRESERVATION & ENCOURAGE,390926339,2018-12-31,5510571,
3120,SOCIETY FOR THE PRESERVATION & ENCOURAGE,390926339,2017-12-31,5549860,
3121,SOCIETY FOR THE PRESERVATION & ENCOURAGE,390926339,2016-12-31,5285145,
3122,SOCIETY FOR THE PRESERVATION & ENCOURAGE,390926339,2015-12-31,6035764,
3123,SOCIETY FOR THE PRESERVATION & ENCOURAGE,390926339,2014-12-31,4561597,
3124,SPECIAL OLYMPICS INC,520889518,2024-12-31,168543160,
3125,SPECIAL OLYMPICS INC,520889518,2023-12-31,160530033,
3126,SPECIAL OLYMPICS INC,520889518,2021-12-31,126020467,
3127,SPECIAL OLYMPICS INC,520889518,2020-12-31,109837653,
3128,SPECIAL OLYMPICS INC,520889518,2019-12-31,128087216,
3129,SPECIAL OLYMPICS INC,520889518,2018-12-31,129970580,
3130,SPECIAL OLYMPICS INC,520889518,2017-12-31,110965732,
3131,SPECIAL OLYMPICS INC,520889518,2016-12-31,103936249,
3132,SPECIAL OLYMPICS INC,520889518,2015-12-31,118447330,
3133,SPECIAL OLYMPICS INC,520889518,2014-12-31,110699546,
3134,SPECIAL OLYMPICS INC,520889518,2013-12-31,98898021,
3135,AMERICAN LEBANESE SYRIAN ASSOCIATED,351044585,2024-06-30,2557167057,AMERICAN LEBANESE SYRIAN ASSOCIATED
3136,AMERICAN LEBANESE SYRIAN ASSOCIATED,351044585,2023-06-30,2203763402,AMERICAN LEBANESE SYRIAN ASSOCIATED
3137,AMERICAN LEBANESE SYRIAN ASSOCIATED,351044585,2022-06-30,1819323783,AMERICAN LEBANESE SYRIAN ASSOCIATED
3138,AMERICAN LEBANESE SYRIAN ASSOCIATED,351044585,2021-06-30,1623044713,AMERICAN LEBANESE SYRIAN ASSOCIATED
3139,AMERICAN LEBANESE SYRIAN ASSOCIATED,351044585,2020-06-30,1564353395,AMERICAN LEBANESE SYRIAN ASSOCIATED
3140,AMERICAN LEBANESE SYRIAN ASSOCIATED,351044585,2019-06-30,1399728747,AMERICAN LEBANESE SYRIAN ASSOCIATED
3141,AMERICAN LEBANESE SYRIAN ASSOCIATED,351044585,2018-06-30,1239750265,AMERICAN LEBANESE SYRIAN ASSOCIATED
3142,AMERICAN LEBANESE SYRIAN ASSOCIATED,351044585,2017-06-30,1076342594,AMERICAN LEBANESE SYRIAN ASSOCIATED
3143,AMERICAN LEBANESE SYRIAN ASSOCIATED,351044585,2016-06-30,1181630502,AMERICAN LEBANESE SYRIAN ASSOCIATED
3144,AMERICAN LEBANESE SYRIAN ASSOCIATED CHARITIES INC,351044585,2015-06-30,931148770,AMERICAN LEBANESE SYRIAN ASSOCIATED
3145,AMERICAN LEBANESE SYRIAN ASSOCIATED,351044585,2014-06-30,837495674,AMERICAN LEBANESE SYRIAN ASSOCIATED
3146,TEA PARTY PATRIOTS FOUNDATION INC,273893819,2022-12-31,681052,
3147,THE FILMMAKERS COLLABORATIVE INC,222778829,2024-06-30,4541753,
3148,RUBIN MUSEUM OF ART AKA THE SHELLEY,226799567,2024-12-31,17437416,
3149,UNIVERSITY OF CALIFORNIA,952540117,2024-06-30,75274208,UNIVERSITY OF CALIFORNIA
3150,UNIVERSITY OF CALIFORNIA,952540117,2023-06-30,84566534,UNIVERSITY OF CALIFORNIA
3151,UNIVERSITY OF CALIFORNIA,952540117,2022-06-30,130984838,UNIVERSITY OF CALIFORNIA
3152,UNIVERSITY OF CALIFORNIA,952540117,2021-06-30,101952090,UNIVERSITY OF CALIFORNIA
3153,UNIVERSITY OF CALIFORNIA IRVINE FOUNDATION,952540117,2020-06-30,54145302,UNIVERSITY OF CALIFORNIA
3154,UNIVERSITY OF CALIFORNIA IRVINE FOUNDATION,952540117,2019-06-30,81968045,UNIVERSITY OF CALIFORNIA
3155,University of California Irvine Foundation C,952540117,2018-06-30,63228939,UNIVERSITY OF CALIFORNIA
3156,UNIVERSITY OF CALIFORNIA IRVINE FOUNDATION,952540117,2017-06-30,46302846,UNIVERSITY OF CALIFORNIA
3157,UNIVERSITY OF CALIFORNIA IRVINE FOUNDATION,952540117,2016-06-30,55263631,UNIVERSITY OF CALIFORNIA
3158,UNIVERSITY OF CALIFORNIA IRVINE FOUNDATION,952540117,2015-06-30,48184689,UNIVERSITY OF CALIFORNIA
3159,UNIVERSITY OF CALIFORNIA,952540117,2014-06-30,50710999,UNIVERSITY OF CALIFORNIA
3160,UNITED CHARITABLE,204286082,2024-12-31,16067572,
3161,UNITED CHARITABLE,204286082,2023-12-31,21004377,
3162,UNITED CHARITABLE,204286082,2022-12-31,42479240,
3163,UNITED CHARITABLE,204286082,2021-12-31,11053022,
3164,UNITED CHARITABLE,204286082,2020-12-31,6704474,
3165,United Charitable,204286082,2019-12-31,14211237,
3166,United Charitable,204286082,2018-12-31,7339066,
3167,United Charitable,204286082,2017-12-31,6766941,
3168,United Charitable,204286082,2016-12-31,6454023,
3169,United Charitable Programs,204286082,2015-12-31,5667063,
3170,United Charitable Programs,204286082,2014-12-31,5453965,
3171,United Charitable Programs,204286082,2013-12-31,5697578,
3172,VANGUARD CHARITABLE ENDOWMENT PROGRAM,232888152,2024-06-30,3093447365,
3173,VANGUARD CHARITABLE ENDOWMENT PROGRAM,232888152,2023-06-30,2138658678,
3174,Vanguard Charitable Endowment Program,232888152,2022-06-30,1923024321,
3175,Vanguard Charitable Endowment Program,232888152,2021-06-30,1871641654,
3176,WESTCHESTER JEWISH COMMUNITY,131740071,2024-06-30,35780669,WESTCHESTER JEWISH COMMUNITY
3177,WESTCHESTER JEWISH COMMUNITY,131740071,2023-06-30,31049228,WESTCHESTER JEWISH COMMUNITY
3178,WESTCHESTER JEWISH COMMUNITY,131740071,2022-06-30,27800268,WESTCHESTER JEWISH COMMUNITY
3179,WESTCHESTER JEWISH COMMUNITY,131740071,2021-06-30,25506794,WESTCHESTER JEWISH COMMUNITY
3180,WESTCHESTER JEWISH COMMUNITY,131740071,2020-06-30,26319447,WESTCHESTER JEWISH COMMUNITY
3181,WESTCHESTER JEWISH COMMUNITY,131740071,2019-06-30,26964652,WESTCHESTER JEWISH COMMUNITY
3182,WESTCHESTER JEWISH COMMUNITY,131740071,2018-06-30,24172046,WESTCHESTER JEWISH COMMUNITY
3183,WESTCHESTER JEWISH COMMUNITY SVCS INC,131740071,2017-06-30,22123777,WESTCHESTER JEWISH COMMUNITY
3184,WESTCHESTER JEWISH COMMUNITY SVCS INC,131740071,2016-06-30,21635224,WESTCHESTER JEWISH COMMUNITY
3185,WESTCHESTER JEWISH COMMUNITY SVCS INC,131740071,2015-06-30,20995492,WESTCHESTER JEWISH COMMUNITY
3186,WESTCHESTER JEWISH COMMUNITY,131740071,2014-06-30,20862716,WESTCHESTER JEWISH COMMUNITY
3187,Yale University,60646973,2024-06-30,6197071259,
3188,Yale University,60646973,2023-06-30,5612701248,
3189,Yale University,60646973,2022-06-30,5113408089,
3190,Yale University,60646973,2021-06-30,4656059084,
3191,Yale University,60646973,2020-06-30,4581336832,
3192,Yale University,60646973,2019-06-30,4314687059,
3193,Yale University,60646973,2018-06-30,4121360611,
3194,YALE UNIVERSITY,60646973,2017-06-30,3903898620,
3195,YALE UNIVERSITY,60646973,2016-06-30,3681608494,
3196,YALE UNIVERSITY,60646973,2015-06-30,3513798862,
3197,,60646973,2014-06-30,3423617239,
3198,YELLOWSTONE FOREVER,475427975,2025-02-28,16919975,
3199,YELLOWSTONE FOREVER,475427975,2024-02-29,14470123,
3200,YELLOWSTONE FOREVER,475427975,2023-02-28,13635682,
3201,YELLOWSTONE FOREVER,475427975,2022-02-28,9707419,
3202,YELLOWSTONE FOREVER,475427975,2021-02-28,7735632,
3203,YELLOWSTONE FOREVER,475427975,2020-02-29,17207595,
3204,YELLOWSTONE FOREVER,475427975,2019-02-28,19045210,
3205,YELLOWSTONE FOREVER,475427975,2018-02-28,17497778,
3206,YELLOWSTONE FOREVER,475427975,2017-02-28,5684617,
3207,ACCION INTERNATIONAL,132535763,2024-12-31,33127519,
3208,Accion International,132535763,2023-12-31,31225710,
3209,Accion International,132535763,2022-12-31,30828074,
3210,Accion International,132535763,2021-12-31,32918962,
3211,Accion International,132535763,2020-12-31,28112804,
3212,Accion International,132535763,2018-12-31,29718453,
3213,ACCION INTERNATIONAL,132535763,2017-12-31,28099141,
3214,ACCION INTERNATIONAL,132535763,2016-12-31,30276113,
3215,ACCION INTERNATIONAL,132535763,2015-12-31,37593599,
3216,ACCION INTERNATIONAL,132535763,2014-12-31,37159382,
3217,ACCION INTERNATIONAL,132535763,2013-12-31,34541373,
3218,AMERICAN ACTION FORUM INC,270567765,2020-06-30,3797757,
3219,AMERICAN AFFAIRS FOUNDATION INC,814814174,2023-06-30,719683,
3220,AMERICAN AFFAIRS FOUNDATION INC,814814174,2022-06-30,694412,
3221,American Compass Inc,844031579,2023-12-31,1784020,
3222,AMERICAN COMPASS INC,844031579,2022-12-31,1595387,
3223,ASIA AMERICA INITIATIVE,201879258,2024-12-31,737024,
3224,ASIA AMERICA INITIATIVE,201879258,2023-12-31,667932,
3225,ASIA AMERICA INITIATIVE,201879258,2022-12-31,1428442,
3226,THE BERKSHIRE SCHOOL INC,42121313,2024-06-30,46343208,
3227,THE BERKSHIRE SCHOOL INC,42121313,2023-06-30,45670550,
3228,THE BERKSHIRE SCHOOL INC,42121313,2022-06-30,42324890,
3229,BERKSHIRE SCHOOL INC,42121313,2021-06-30,39719521,
3230,BERKSHIRE SCHOOL INC,42121313,2020-06-30,37050593,
3231,BIOBUS INC,262092282,2024-06-30,4259586,
3232,BIOBUS INC,262092282,2018-06-30,2084707,
3233,BROWN UNIVERSITY,50258809,2024-06-30,1715970020,
3234,Brown University,50258809,2023-06-30,1571728763,
3235,Brown University,50258809,2022-06-30,1416794449,
3236,Brown University,50258809,2021-06-30,1263386793,
3237,Brown University,50258809,2020-06-30,1196799161,
3238,Brown University,50258809,2019-06-30,1178083159,
3239,Brown University,50258809,2018-06-30,1141377207,
3240,Brown University,50258809,2017-06-30,1098902424,
3241,Brown University,50258809,2016-06-30,1029361619,
3242,THE CATHOLIC ASSOCIATION FOUNDATION,202387967,2024-12-31,5944768,
3243,THE CATHOLIC ASSOCIATION FOUNDATION,202387967,2023-12-31,8224069,
3244,THE CATHOLIC ASSOCIATION FOUNDATION,202387967,2022-12-31,9097646,
3245,THE CATHOLIC ASSOCIATION FOUNDATION,202387967,2021-12-31,5555706,
3246,CATHOLIC ASSOCIATION FOUNDATION INC,202387967,2020-12-31,5825062,
3247,CATHOLIC ASSOCIATION FOUNDATION INC,202387967,2019-12-31,5963446,
3248,THE CENTER FOR ORGANIZATIONAL RESEARCH,260006579,2024-09-09,161050,
3249,THE CENTER FOR ORGANIZATIONAL RESEARCH,260006579,2023-12-31,678605,
3250,THE CENTER FOR ORGANIZATIONAL RESEARCH,260006579,2022-12-31,2751770,
3251,THE CENTER FOR ORGANIZATIONAL RESEARCH,260006579,2021-12-31,2921462,
3252,THE CENTER FOR ORGANIZATIONAL RESEARCH,260006579,2020-12-31,3734667,
3253,CHRISTIAN UNION INC,223834440,2020-06-30,10972390,CHRISTIAN UNION INC
3254,CHRISTIAN UNION INC,223834440,2019-06-30,12006036,CHRISTIAN UNION INC
3255,CHRISTIAN UNION INC,223834440,2018-06-30,11660867,CHRISTIAN UNION INC
3256,CHRISTIAN UNION INC,223834440,2017-06-30,10913876,CHRISTIAN UNION INC
3257,CHRISTIAN UNION INC,223834440,2016-06-30,9576664,CHRISTIAN UNION INC
3258,CHRISTIAN UNION INC,223834440,2014-06-30,7594481,CHRISTIAN UNION INC
3259,READ TO LEAD INC,133666846,2023-08-31,1233113,
3260,EMPOWER TEXANS FOUNDATION,271553324,2021-12-31,2783603,
3261,EMPOWER TEXANS FOUNDATION,271553324,2020-12-31,1871587,
3262,EMPOWER TEXANS FOUNDATION,271553324,2019-12-31,1412849,
3263,FUND FOR CONSTITUTIONAL GOVERNMENT,237391766,2024-12-31,6864634,
3264,FUND FOR CONSTITUTIONAL GOVERNMENT,237391766,2023-12-31,5239204,
3265,FUND FOR CONSTITUTIONAL GOVERNMENT,237391766,2022-12-31,4354784,
3266,FUND FOR CONSTITUTIONAL GOVERNMENT,237391766,2021-12-31,4419033,
3267,FUND FOR CONSTITUTIONAL GOVERNMENT,237391766,2020-12-31,3914636,
3268,FUND FOR CONSTITUTIONAL GOVERNMENT,237391766,2019-12-31,2753429,
3269,FUND FOR CONSTITUTIONAL GOVERNMENT,237391766,2018-12-31,2212726,
3270,FUND FOR CONSTITUTIONAL GOVERNMENT,237391766,2016-12-31,1470822,
